optimizer;loss;activation_layer_1;activation_layer_2;batch_size;epochs;accuracy;
rmsprop;kullback_leibler_divergence;hard_sigmoid;hard_sigmoid;192;70;0.3050;
rmsprop;poisson;softmax;softmax;192;70;0.3050;
rmsprop;poisson;elu;softmax;192;70;0.3050;
rmsprop;poisson;selu;softmax;192;70;0.3050;
rmsprop;poisson;relu;softmax;192;70;0.3050;
rmsprop;poisson;tanh;softmax;192;70;0.3050;
rmsprop;poisson;sigmoid;softmax;192;70;0.3050;
rmsprop;poisson;hard_sigmoid;softmax;192;70;0.3050;
adagrad;MSE;softmax;softmax;192;70;0.3050;
adagrad;MSE;elu;softmax;192;70;0.3050;
adagrad;MSE;selu;softmax;192;70;0.3050;
adagrad;MSE;relu;softmax;192;70;0.3050;
adagrad;MSE;tanh;softmax;192;70;0.3050;
adagrad;MSE;sigmoid;softmax;192;70;0.3050;
adagrad;MSE;hard_sigmoid;softmax;192;70;0.3050;
adagrad;MAE;softmax;softmax;192;70;0.3050;
adagrad;MAE;elu;softmax;192;70;0.3050;
adagrad;MAE;selu;softmax;192;70;0.3050;
adagrad;MAE;relu;softmax;192;70;0.3050;
adagrad;MAE;tanh;softmax;192;70;0.3050;
adagrad;MAE;sigmoid;softmax;192;70;0.3050;
adagrad;MAE;hard_sigmoid;softmax;192;70;0.3050;
adagrad;MAPE;softmax;softmax;192;70;0.3050;
adagrad;MAPE;elu;softmax;192;70;0.3050;
adagrad;MAPE;selu;softmax;192;70;0.3050;
adagrad;MAPE;relu;softmax;192;70;0.3050;
adagrad;MAPE;tanh;softmax;192;70;0.3050;
adagrad;MAPE;sigmoid;softmax;192;70;0.3050;
adagrad;MAPE;hard_sigmoid;softmax;192;70;0.3050;
adagrad;MSLE;softmax;softmax;192;70;0.3050;
adagrad;MSLE;elu;softmax;192;70;0.3050;
adagrad;MSLE;selu;softmax;192;70;0.3050;
adagrad;MSLE;relu;softmax;192;70;0.3050;
adagrad;MSLE;tanh;softmax;192;70;0.3050;
adagrad;MSLE;sigmoid;softmax;192;70;0.3050;
adagrad;MSLE;hard_sigmoid;softmax;192;70;0.3050;
adagrad;squared_hinge;softmax;softmax;192;70;0.3050;
adagrad;squared_hinge;softmax;elu;192;70;0.3050;
adagrad;squared_hinge;softmax;selu;192;70;0.3050;
adagrad;squared_hinge;softmax;relu;192;70;0.3050;
adagrad;squared_hinge;softmax;tanh;192;70;0.3050;
adagrad;squared_hinge;softmax;sigmoid;192;70;0.3050;
adagrad;squared_hinge;softmax;hard_sigmoid;192;70;0.3050;
adagrad;squared_hinge;elu;softmax;192;70;0.3050;
adagrad;squared_hinge;elu;tanh;192;70;0.3050;
adagrad;squared_hinge;elu;sigmoid;192;70;0.3050;
adagrad;squared_hinge;elu;hard_sigmoid;192;70;0.3050;
adagrad;squared_hinge;selu;softmax;192;70;0.3050;
adagrad;squared_hinge;selu;tanh;192;70;0.3050;
adagrad;squared_hinge;selu;sigmoid;192;70;0.3050;
adagrad;squared_hinge;selu;hard_sigmoid;192;70;0.3050;
adagrad;squared_hinge;relu;softmax;192;70;0.3050;
adagrad;squared_hinge;relu;tanh;192;70;0.3050;
adagrad;squared_hinge;relu;sigmoid;192;70;0.3050;
adagrad;squared_hinge;relu;hard_sigmoid;192;70;0.3050;
adagrad;squared_hinge;tanh;softmax;192;70;0.3050;
adagrad;squared_hinge;tanh;tanh;192;70;0.3050;
adagrad;squared_hinge;tanh;sigmoid;192;70;0.3050;
adagrad;squared_hinge;tanh;hard_sigmoid;192;70;0.3050;
adagrad;squared_hinge;sigmoid;softmax;192;70;0.3050;
adagrad;squared_hinge;sigmoid;tanh;192;70;0.3050;
adagrad;squared_hinge;sigmoid;sigmoid;192;70;0.3050;
adagrad;squared_hinge;sigmoid;hard_sigmoid;192;70;0.3050;
adagrad;squared_hinge;hard_sigmoid;softmax;192;70;0.3050;
adagrad;squared_hinge;hard_sigmoid;tanh;192;70;0.3050;
adagrad;squared_hinge;hard_sigmoid;sigmoid;192;70;0.3050;
adagrad;squared_hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adagrad;hinge;softmax;softmax;192;70;0.3050;
adagrad;hinge;softmax;elu;192;70;0.3050;
adagrad;hinge;softmax;selu;192;70;0.3050;
adagrad;hinge;softmax;relu;192;70;0.3050;
adagrad;hinge;softmax;tanh;192;70;0.3050;
adagrad;hinge;softmax;sigmoid;192;70;0.3050;
adagrad;hinge;softmax;hard_sigmoid;192;70;0.3050;
adagrad;hinge;elu;softmax;192;70;0.3050;
adagrad;hinge;elu;tanh;192;70;0.3050;
adagrad;hinge;elu;sigmoid;192;70;0.3050;
adagrad;hinge;elu;hard_sigmoid;192;70;0.3050;
adagrad;hinge;selu;softmax;192;70;0.3050;
adagrad;hinge;selu;tanh;192;70;0.3050;
adagrad;hinge;selu;sigmoid;192;70;0.3050;
adagrad;hinge;selu;hard_sigmoid;192;70;0.3050;
adagrad;hinge;relu;softmax;192;70;0.3050;
adagrad;hinge;relu;tanh;192;70;0.3050;
adagrad;hinge;relu;sigmoid;192;70;0.3050;
adagrad;hinge;relu;hard_sigmoid;192;70;0.3050;
adagrad;hinge;tanh;softmax;192;70;0.3050;
adagrad;hinge;tanh;tanh;192;70;0.3050;
adagrad;hinge;tanh;sigmoid;192;70;0.3050;
adagrad;hinge;tanh;hard_sigmoid;192;70;0.3050;
adagrad;hinge;sigmoid;softmax;192;70;0.3050;
adagrad;hinge;sigmoid;tanh;192;70;0.3050;
adagrad;hinge;sigmoid;sigmoid;192;70;0.3050;
adagrad;hinge;sigmoid;hard_sigmoid;192;70;0.3050;
adagrad;hinge;hard_sigmoid;softmax;192;70;0.3050;
adagrad;hinge;hard_sigmoid;tanh;192;70;0.3050;
adagrad;hinge;hard_sigmoid;sigmoid;192;70;0.3050;
adagrad;hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adagrad;binary_crossentropy;softmax;softmax;192;70;0.3050;
adagrad;binary_crossentropy;elu;softmax;192;70;0.3050;
adagrad;binary_crossentropy;selu;softmax;192;70;0.3050;
adagrad;binary_crossentropy;relu;softmax;192;70;0.3050;
adagrad;binary_crossentropy;tanh;softmax;192;70;0.3050;
adagrad;binary_crossentropy;sigmoid;softmax;192;70;0.3050;
adagrad;binary_crossentropy;hard_sigmoid;softmax;192;70;0.3050;
adagrad;kullback_leibler_divergence;softmax;softmax;192;70;0.3050;
adagrad;kullback_leibler_divergence;softmax;sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;softmax;hard_sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;elu;softmax;192;70;0.3050;
adagrad;kullback_leibler_divergence;elu;tanh;192;70;0.3050;
adagrad;kullback_leibler_divergence;elu;sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;elu;hard_sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;selu;softmax;192;70;0.3050;
adagrad;kullback_leibler_divergence;selu;tanh;192;70;0.3050;
adagrad;kullback_leibler_divergence;selu;sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;selu;hard_sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;relu;softmax;192;70;0.3050;
adagrad;kullback_leibler_divergence;relu;tanh;192;70;0.3050;
adagrad;kullback_leibler_divergence;relu;sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;relu;hard_sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;tanh;softmax;192;70;0.3050;
adagrad;kullback_leibler_divergence;tanh;tanh;192;70;0.3050;
adagrad;kullback_leibler_divergence;tanh;sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;tanh;hard_sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;sigmoid;softmax;192;70;0.3050;
adagrad;kullback_leibler_divergence;sigmoid;tanh;192;70;0.3050;
adagrad;kullback_leibler_divergence;sigmoid;sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;sigmoid;hard_sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;hard_sigmoid;softmax;192;70;0.3050;
adagrad;kullback_leibler_divergence;hard_sigmoid;tanh;192;70;0.3050;
adagrad;kullback_leibler_divergence;hard_sigmoid;sigmoid;192;70;0.3050;
adagrad;kullback_leibler_divergence;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adagrad;poisson;softmax;softmax;192;70;0.3050;
adagrad;poisson;elu;softmax;192;70;0.3050;
adagrad;poisson;selu;softmax;192;70;0.3050;
adagrad;poisson;relu;softmax;192;70;0.3050;
adagrad;poisson;tanh;softmax;192;70;0.3050;
adagrad;poisson;sigmoid;softmax;192;70;0.3050;
adagrad;poisson;hard_sigmoid;softmax;192;70;0.3050;
adadelta;MSE;softmax;softmax;192;70;0.3050;
adadelta;MSE;elu;softmax;192;70;0.3050;
adadelta;MSE;selu;softmax;192;70;0.3050;
adadelta;MSE;relu;softmax;192;70;0.3050;
adadelta;MSE;tanh;softmax;192;70;0.3050;
adadelta;MSE;sigmoid;softmax;192;70;0.3050;
adadelta;MSE;hard_sigmoid;softmax;192;70;0.3050;
adadelta;MAE;softmax;softmax;192;70;0.3050;
adadelta;MAE;elu;softmax;192;70;0.3050;
adadelta;MAE;selu;softmax;192;70;0.3050;
adadelta;MAE;relu;softmax;192;70;0.3050;
adadelta;MAE;tanh;softmax;192;70;0.3050;
adadelta;MAE;sigmoid;softmax;192;70;0.3050;
adadelta;MAE;hard_sigmoid;softmax;192;70;0.3050;
adadelta;MAPE;softmax;softmax;192;70;0.3050;
adadelta;MAPE;elu;softmax;192;70;0.3050;
adadelta;MAPE;selu;softmax;192;70;0.3050;
adadelta;MAPE;relu;softmax;192;70;0.3050;
adadelta;MAPE;tanh;softmax;192;70;0.3050;
adadelta;MAPE;sigmoid;softmax;192;70;0.3050;
adadelta;MAPE;hard_sigmoid;softmax;192;70;0.3050;
adadelta;MSLE;softmax;softmax;192;70;0.3050;
adadelta;MSLE;elu;softmax;192;70;0.3050;
adadelta;MSLE;selu;softmax;192;70;0.3050;
adadelta;MSLE;relu;softmax;192;70;0.3050;
adadelta;MSLE;tanh;softmax;192;70;0.3050;
adadelta;MSLE;sigmoid;softmax;192;70;0.3050;
adadelta;MSLE;hard_sigmoid;softmax;192;70;0.3050;
adadelta;squared_hinge;softmax;softmax;192;70;0.3050;
adadelta;squared_hinge;softmax;elu;192;70;0.3050;
adadelta;squared_hinge;softmax;selu;192;70;0.3050;
adadelta;squared_hinge;softmax;relu;192;70;0.3050;
adadelta;squared_hinge;softmax;tanh;192;70;0.3050;
adadelta;squared_hinge;softmax;sigmoid;192;70;0.3050;
adadelta;squared_hinge;softmax;hard_sigmoid;192;70;0.3050;
adadelta;squared_hinge;elu;softmax;192;70;0.3050;
adadelta;squared_hinge;elu;tanh;192;70;0.3050;
adadelta;squared_hinge;elu;sigmoid;192;70;0.3050;
adadelta;squared_hinge;elu;hard_sigmoid;192;70;0.3050;
adadelta;squared_hinge;selu;softmax;192;70;0.3050;
adadelta;squared_hinge;selu;tanh;192;70;0.3050;
adadelta;squared_hinge;selu;sigmoid;192;70;0.3050;
adadelta;squared_hinge;selu;hard_sigmoid;192;70;0.3050;
adadelta;squared_hinge;relu;softmax;192;70;0.3050;
adadelta;squared_hinge;relu;tanh;192;70;0.3050;
adadelta;squared_hinge;relu;sigmoid;192;70;0.3050;
adadelta;squared_hinge;relu;hard_sigmoid;192;70;0.3050;
adadelta;squared_hinge;tanh;softmax;192;70;0.3050;
adadelta;squared_hinge;tanh;tanh;192;70;0.3050;
adadelta;squared_hinge;tanh;sigmoid;192;70;0.3050;
adadelta;squared_hinge;tanh;hard_sigmoid;192;70;0.3050;
adadelta;squared_hinge;sigmoid;softmax;192;70;0.3050;
adadelta;squared_hinge;sigmoid;tanh;192;70;0.3050;
adadelta;squared_hinge;sigmoid;sigmoid;192;70;0.3050;
adadelta;squared_hinge;sigmoid;hard_sigmoid;192;70;0.3050;
adadelta;squared_hinge;hard_sigmoid;softmax;192;70;0.3050;
adadelta;squared_hinge;hard_sigmoid;tanh;192;70;0.3050;
adadelta;squared_hinge;hard_sigmoid;sigmoid;192;70;0.3050;
adadelta;squared_hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adadelta;hinge;softmax;softmax;192;70;0.3050;
adadelta;hinge;softmax;elu;192;70;0.3050;
adadelta;hinge;softmax;selu;192;70;0.3050;
adadelta;hinge;softmax;relu;192;70;0.3050;
adadelta;hinge;softmax;tanh;192;70;0.3050;
adadelta;hinge;softmax;sigmoid;192;70;0.3050;
adadelta;hinge;softmax;hard_sigmoid;192;70;0.3050;
adadelta;hinge;elu;softmax;192;70;0.3050;
adadelta;hinge;elu;tanh;192;70;0.3050;
adadelta;hinge;elu;sigmoid;192;70;0.3050;
adadelta;hinge;elu;hard_sigmoid;192;70;0.3050;
adadelta;hinge;selu;softmax;192;70;0.3050;
adadelta;hinge;selu;tanh;192;70;0.3050;
adadelta;hinge;selu;sigmoid;192;70;0.3050;
adadelta;hinge;selu;hard_sigmoid;192;70;0.3050;
adadelta;hinge;relu;softmax;192;70;0.3050;
adadelta;hinge;relu;tanh;192;70;0.3050;
adadelta;hinge;relu;sigmoid;192;70;0.3050;
adadelta;hinge;relu;hard_sigmoid;192;70;0.3050;
adadelta;hinge;tanh;softmax;192;70;0.3050;
adadelta;hinge;tanh;tanh;192;70;0.3050;
adadelta;hinge;tanh;sigmoid;192;70;0.3050;
adadelta;hinge;tanh;hard_sigmoid;192;70;0.3050;
adadelta;hinge;sigmoid;softmax;192;70;0.3050;
adadelta;hinge;sigmoid;tanh;192;70;0.3050;
adadelta;hinge;sigmoid;sigmoid;192;70;0.3050;
adadelta;hinge;sigmoid;hard_sigmoid;192;70;0.3050;
adadelta;hinge;hard_sigmoid;softmax;192;70;0.3050;
adadelta;hinge;hard_sigmoid;tanh;192;70;0.3050;
adadelta;hinge;hard_sigmoid;sigmoid;192;70;0.3050;
adadelta;hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adadelta;binary_crossentropy;softmax;softmax;192;70;0.3050;
adadelta;binary_crossentropy;elu;softmax;192;70;0.3050;
adadelta;binary_crossentropy;selu;softmax;192;70;0.3050;
adadelta;binary_crossentropy;relu;softmax;192;70;0.3050;
adadelta;binary_crossentropy;tanh;softmax;192;70;0.3050;
adadelta;binary_crossentropy;sigmoid;softmax;192;70;0.3050;
adadelta;binary_crossentropy;hard_sigmoid;softmax;192;70;0.3050;
adadelta;kullback_leibler_divergence;softmax;softmax;192;70;0.3050;
adadelta;kullback_leibler_divergence;softmax;sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;softmax;hard_sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;elu;softmax;192;70;0.3050;
adadelta;kullback_leibler_divergence;elu;tanh;192;70;0.3050;
adadelta;kullback_leibler_divergence;elu;sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;elu;hard_sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;selu;softmax;192;70;0.3050;
adadelta;kullback_leibler_divergence;selu;tanh;192;70;0.3050;
adadelta;kullback_leibler_divergence;selu;sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;selu;hard_sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;relu;softmax;192;70;0.3050;
adadelta;kullback_leibler_divergence;relu;tanh;192;70;0.3050;
adadelta;kullback_leibler_divergence;relu;sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;relu;hard_sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;tanh;softmax;192;70;0.3050;
adadelta;kullback_leibler_divergence;tanh;tanh;192;70;0.3050;
adadelta;kullback_leibler_divergence;tanh;sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;tanh;hard_sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;sigmoid;softmax;192;70;0.3050;
adadelta;kullback_leibler_divergence;sigmoid;tanh;192;70;0.3050;
adadelta;kullback_leibler_divergence;sigmoid;sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;sigmoid;hard_sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;hard_sigmoid;softmax;192;70;0.3050;
adadelta;kullback_leibler_divergence;hard_sigmoid;tanh;192;70;0.3050;
adadelta;kullback_leibler_divergence;hard_sigmoid;sigmoid;192;70;0.3050;
adadelta;kullback_leibler_divergence;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adadelta;poisson;softmax;softmax;192;70;0.3050;
adadelta;poisson;elu;softmax;192;70;0.3050;
adadelta;poisson;selu;softmax;192;70;0.3050;
adadelta;poisson;relu;softmax;192;70;0.3050;
adadelta;poisson;tanh;softmax;192;70;0.3050;
adadelta;poisson;sigmoid;softmax;192;70;0.3050;
adadelta;poisson;hard_sigmoid;softmax;192;70;0.3050;
adam;MSE;softmax;softmax;192;70;0.3050;
adam;MSE;elu;softmax;192;70;0.3050;
adam;MSE;selu;softmax;192;70;0.3050;
adam;MSE;relu;softmax;192;70;0.3050;
adam;MSE;tanh;softmax;192;70;0.3050;
adam;MSE;sigmoid;softmax;192;70;0.3050;
adam;MSE;hard_sigmoid;softmax;192;70;0.3050;
adam;MAE;softmax;softmax;192;70;0.3050;
adam;MAE;elu;softmax;192;70;0.3050;
adam;MAE;selu;softmax;192;70;0.3050;
adam;MAE;relu;softmax;192;70;0.3050;
adam;MAE;tanh;softmax;192;70;0.3050;
adam;MAE;sigmoid;softmax;192;70;0.3050;
adam;MAE;hard_sigmoid;softmax;192;70;0.3050;
adam;MAPE;softmax;softmax;192;70;0.3050;
adam;MAPE;elu;softmax;192;70;0.3050;
adam;MAPE;selu;softmax;192;70;0.3050;
adam;MAPE;relu;softmax;192;70;0.3050;
adam;MAPE;tanh;softmax;192;70;0.3050;
adam;MAPE;sigmoid;softmax;192;70;0.3050;
adam;MAPE;hard_sigmoid;softmax;192;70;0.3050;
adam;MSLE;softmax;softmax;192;70;0.3050;
adam;MSLE;elu;softmax;192;70;0.3050;
adam;MSLE;selu;softmax;192;70;0.3050;
adam;MSLE;relu;softmax;192;70;0.3050;
adam;MSLE;tanh;softmax;192;70;0.3050;
adam;MSLE;sigmoid;softmax;192;70;0.3050;
adam;MSLE;hard_sigmoid;softmax;192;70;0.3050;
adam;squared_hinge;softmax;softmax;192;70;0.3050;
adam;squared_hinge;softmax;elu;192;70;0.3050;
adam;squared_hinge;softmax;selu;192;70;0.3050;
adam;squared_hinge;softmax;relu;192;70;0.3050;
adam;squared_hinge;softmax;tanh;192;70;0.3050;
adam;squared_hinge;softmax;sigmoid;192;70;0.3050;
adam;squared_hinge;softmax;hard_sigmoid;192;70;0.3050;
adam;squared_hinge;elu;softmax;192;70;0.3050;
adam;squared_hinge;elu;tanh;192;70;0.3050;
adam;squared_hinge;elu;sigmoid;192;70;0.3050;
adam;squared_hinge;elu;hard_sigmoid;192;70;0.3050;
adam;squared_hinge;selu;softmax;192;70;0.3050;
adam;squared_hinge;selu;tanh;192;70;0.3050;
adam;squared_hinge;selu;sigmoid;192;70;0.3050;
adam;squared_hinge;selu;hard_sigmoid;192;70;0.3050;
adam;squared_hinge;relu;softmax;192;70;0.3050;
adam;squared_hinge;relu;tanh;192;70;0.3050;
adam;squared_hinge;relu;sigmoid;192;70;0.3050;
adam;squared_hinge;relu;hard_sigmoid;192;70;0.3050;
adam;squared_hinge;tanh;softmax;192;70;0.3050;
adam;squared_hinge;tanh;tanh;192;70;0.3050;
adam;squared_hinge;tanh;sigmoid;192;70;0.3050;
adam;squared_hinge;tanh;hard_sigmoid;192;70;0.3050;
adam;squared_hinge;sigmoid;softmax;192;70;0.3050;
adam;squared_hinge;sigmoid;tanh;192;70;0.3050;
adam;squared_hinge;sigmoid;sigmoid;192;70;0.3050;
adam;squared_hinge;sigmoid;hard_sigmoid;192;70;0.3050;
adam;squared_hinge;hard_sigmoid;softmax;192;70;0.3050;
adam;squared_hinge;hard_sigmoid;tanh;192;70;0.3050;
adam;squared_hinge;hard_sigmoid;sigmoid;192;70;0.3050;
adam;squared_hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adam;hinge;softmax;softmax;192;70;0.3050;
adam;hinge;softmax;elu;192;70;0.3050;
adam;hinge;softmax;selu;192;70;0.3050;
adam;hinge;softmax;relu;192;70;0.3050;
adam;hinge;softmax;tanh;192;70;0.3050;
adam;hinge;softmax;sigmoid;192;70;0.3050;
adam;hinge;softmax;hard_sigmoid;192;70;0.3050;
adam;hinge;elu;softmax;192;70;0.3050;
adam;hinge;elu;tanh;192;70;0.3050;
adam;hinge;elu;sigmoid;192;70;0.3050;
adam;hinge;elu;hard_sigmoid;192;70;0.3050;
adam;hinge;selu;softmax;192;70;0.3050;
adam;hinge;selu;tanh;192;70;0.3050;
adam;hinge;selu;sigmoid;192;70;0.3050;
adam;hinge;selu;hard_sigmoid;192;70;0.3050;
adam;hinge;relu;softmax;192;70;0.3050;
adam;hinge;relu;tanh;192;70;0.3050;
adam;hinge;relu;sigmoid;192;70;0.3050;
adam;hinge;relu;hard_sigmoid;192;70;0.3050;
adam;hinge;tanh;softmax;192;70;0.3050;
adam;hinge;tanh;tanh;192;70;0.3050;
adam;hinge;tanh;sigmoid;192;70;0.3050;
adam;hinge;tanh;hard_sigmoid;192;70;0.3050;
adam;hinge;sigmoid;softmax;192;70;0.3050;
adam;hinge;sigmoid;tanh;192;70;0.3050;
adam;hinge;sigmoid;sigmoid;192;70;0.3050;
adam;hinge;sigmoid;hard_sigmoid;192;70;0.3050;
adam;hinge;hard_sigmoid;softmax;192;70;0.3050;
adam;hinge;hard_sigmoid;tanh;192;70;0.3050;
adam;hinge;hard_sigmoid;sigmoid;192;70;0.3050;
adam;hinge;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adam;binary_crossentropy;softmax;softmax;192;70;0.3050;
adam;binary_crossentropy;elu;softmax;192;70;0.3050;
adam;binary_crossentropy;selu;softmax;192;70;0.3050;
adam;binary_crossentropy;relu;softmax;192;70;0.3050;
adam;binary_crossentropy;tanh;softmax;192;70;0.3050;
adam;binary_crossentropy;sigmoid;softmax;192;70;0.3050;
adam;binary_crossentropy;hard_sigmoid;softmax;192;70;0.3050;
adam;kullback_leibler_divergence;softmax;softmax;192;70;0.3050;
adam;kullback_leibler_divergence;softmax;sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;softmax;hard_sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;elu;softmax;192;70;0.3050;
adam;kullback_leibler_divergence;elu;tanh;192;70;0.3050;
adam;kullback_leibler_divergence;elu;sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;elu;hard_sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;selu;softmax;192;70;0.3050;
adam;kullback_leibler_divergence;selu;tanh;192;70;0.3050;
adam;kullback_leibler_divergence;selu;sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;selu;hard_sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;relu;softmax;192;70;0.3050;
adam;kullback_leibler_divergence;relu;tanh;192;70;0.3050;
adam;kullback_leibler_divergence;relu;sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;relu;hard_sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;tanh;softmax;192;70;0.3050;
adam;kullback_leibler_divergence;tanh;tanh;192;70;0.3050;
adam;kullback_leibler_divergence;tanh;sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;tanh;hard_sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;sigmoid;softmax;192;70;0.3050;
adam;kullback_leibler_divergence;sigmoid;tanh;192;70;0.3050;
adam;kullback_leibler_divergence;sigmoid;sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;sigmoid;hard_sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;hard_sigmoid;softmax;192;70;0.3050;
adam;kullback_leibler_divergence;hard_sigmoid;tanh;192;70;0.3050;
adam;kullback_leibler_divergence;hard_sigmoid;sigmoid;192;70;0.3050;
adam;kullback_leibler_divergence;hard_sigmoid;hard_sigmoid;192;70;0.3050;
adam;poisson;softmax;softmax;192;70;0.3050;
adam;poisson;elu;softmax;192;70;0.3050;
adam;poisson;selu;softmax;192;70;0.3050;
adam;poisson;relu;softmax;192;70;0.3050;
adam;poisson;tanh;softmax;192;70;0.3050;
adam;poisson;sigmoid;softmax;192;70;0.3050;
adam;poisson;hard_sigmoid;softmax;192;70;0.3050;
adamax;MSE;softmax;softmax;192;70;0.3050;
adamax;MSE;elu;softmax;192;70;0.3050;
adamax;MSE;selu;softmax;192;70;0.3050;
adamax;MSE;relu;softmax;192;70;0.3050;
adamax;MSE;tanh;softmax;192;70;0.3050;
adamax;MSE;sigmoid;softmax;192;70;0.3050;
adamax;MSE;hard_sigmoid;softmax;192;70;0.3050;
adamax;MAE;softmax;softmax;192;70;0.3050;
adamax;MAE;elu;softmax;192;70;0.3050;
adamax;MAE;selu;softmax;192;70;0.3050;
adamax;MAE;relu;softmax;192;70;0.3050;
adamax;MAE;tanh;softmax;192;70;0.3050;
adamax;MAE;sigmoid;softmax;192;70;0.3050;
adamax;MAE;hard_sigmoid;softmax;192;70;0.3050;
adamax;MAPE;softmax;softmax;192;70;0.3050;
adamax;MAPE;elu;softmax;192;70;0.3050;
adamax;MAPE;selu;softmax;192;70;0.3050;
adamax;MAPE;relu;softmax;192;70;0.3050;
adamax;MAPE;tanh;softmax;192;70;0.3050;
adamax;MAPE;sigmoid;softmax;192;70;0.3050;
adamax;MAPE;hard_sigmoid;softmax;192;70;0.3050;
adamax;MSLE;softmax;softmax;192;70;0.3050;
adamax;MSLE;elu;softmax;192;70;0.3050;
adamax;MSLE;selu;softmax;192;70;0.3050;
adamax;MSLE;relu;softmax;192;70;0.3050;
adamax;MSLE;tanh;softmax;192;70;0.3050;
adamax;MSLE;sigmoid;softmax;192;70;0.3050;
adamax;MSLE;hard_sigmoid;softmax;192;70;0.3050;
adamax;squared_hinge;softmax;softmax;192;70;0.3050;
adamax;squared_hinge;softmax;elu;192;70;0.3050;
adamax;squared_hinge;softmax;selu;192;70;0.3050;
adamax;squared_hinge;softmax;relu;192;70;0.3050;
adamax;squared_hinge;softmax;tanh;192;70;0.3050;
adamax;squared_hinge;softmax;sigmoid;192;70;0.3050;
adamax;squared_hinge;softmax;hard_sigmoid;192;70;0.3050;
adamax;squared_hinge;elu;softmax;192;70;0.3050;
adamax;squared_hinge;elu;tanh;192;70;0.3050;
adamax;squared_hinge;elu;sigmoid;192;70;0.3050;
adamax;squared_hinge;elu;hard_sigmoid;192;70;0.3050;
adamax;squared_hinge;selu;softmax;192;70;0.3050;
adamax;squared_hinge;selu;tanh;192;70;0.3050;
adamax;squared_hinge;selu;sigmoid;192;70;0.3050;
adamax;squared_hinge;selu;hard_sigmoid;192;70;0.3050;
adamax;squared_hinge;relu;softmax;192;70;0.3050;
adamax;squared_hinge;relu;tanh;192;70;0.3050;
adamax;squared_hinge;relu;sigmoid;192;70;0.3050;
adamax;squared_hinge;relu;hard_sigmoid;192;70;0.3050;
adamax;squared_hinge;tanh;softmax;192;70;0.3050;
adamax;squared_hinge;tanh;tanh;192;70;0.3050;
adamax;squared_hinge;tanh;sigmoid;192;70;0.3050;
adamax;squared_hinge;tanh;hard_sigmoid;192;70;0.3050;
adamax;squared_hinge;sigmoid;softmax;192;70;0.3050;
adamax;squared_hinge;sigmoid;tanh;192;70;0.3050;
adamax;squared_hinge;sigmoid;sigmoid;192;70;0.3050;
adamax;squared_hinge;sigmoid;hard_sigmoid;192;70;0.3050;
adamax;squared_hinge;hard_sigmoid;softmax;192;70;0.3050;
adamax;squared_hinge;hard_sigmoid;tanh;192;70;0.3050;
